축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
목포 유달산 봄 축제,유달산 및 원도심 일원,2019-04-06,2019-04-20,"유달산 둘레길 및 근대역사거리 투어, 4.8만세운동 재현 플래시몹, 유케한 노래자랑 등 공연 및 체험 프로그램",전라남도 목포시,목포시축제추진위원회,,061-270-8442,http://www.mokpo.go.kr/tour/festival/yisunshin,,,전라남도 목포시 죽교동 산27-3,,,2019-10-08,4800000,전라남도 목포시
제26회 연천구석기축제,연천전곡리유적,2018-05-04,2018-05-07,환영마당+축제소개마당+연천마당+공연마당+체험마당+부대행사,구석기축제추진위원회,경기도 연천군청,경기도청+경기관광공사+한양대학교+경기문화재단+경희대학교,031-839-2561,http://festival.yeoncheon.go.kr,전곡리+아슐리안 도끼+유적+국가지정문화재+구석기 바비큐+선사문화+축제,경기도 연천군 전곡읍 양원로 1510,경기도 연천군 전곡읍 전곡리 515,38.0141103,127.0572224,2018-09-10,4140000,경기도 연천군
군산시간여행축제,시간여행마을 및 근대역박물관 일원,2019-10-04,2019-10-06,근대문화축제,군산시간여행축제추진위원회,군산시,전라북도,063-454-3302,http://festival.gunsan.go.kr/,"주변관광지 : 군산근대역사박물관, 초원사진관, 동국사 등",전라북도 군산시 해망로 240,전라북도 군산시 장미동 1-67,35.99081984,126.7119533,2019-12-09,4670000,전라북도 군산시
부천국제판타스틱영화제,부천시청 등,2019-06-27,2019-07-07,"개폐막식, 영화상영, 문화행사 등",(사)부천국제판타스틱영화제조직위원회,(사)부천국제판타스틱영화제조직위원회,,032-327-6313,http://www.bifan.kr,,경기도 부천시 길주로 210,경기도 부천시 중동 1156,37.5034813,126.7658019,2019-09-10,3860000,경기도 부천시
부천전국비보이대회,부천마루광장,2019-04-20,2019-04-20,전국비보이대회,진조크루,경기도 부천시,,032-625-3113,http://www.thejinjo.com/,,"경기도 부천시 길주로121번길 18-19(상동, 준프라자)",경기도 부천시 상동 537-8,37.506512,126.757053,2019-09-10,3860000,경기도 부천시
부천국제만화축제,한국만화박물관 및 부천시 일원,2019-08-14,2019-08-18,"전시, 부천국제만화페어, 경기국제코스프레페스티벌",부천국제만화축제운영위원회,(재)한국만화영상진흥원,,032-310-3071,http://www.bicof.com,,경기도 부천시 길주로 1,,37.5087667,126.7422647,2019-09-10,3860000,경기도 부천시
부천세계비보이대회,부천마루광장,2019-09-06,2019-09-08,세계비보이대회,진조크루,경기도 부천시,,032-625-3113,http://bbickorea.com/,,"경기도 부천시 길주로121번길 18-19, 5층(상동, 준프라자)",경기도 부천시 상동 537-8,37.506512,126.757053,2019-09-10,3860000,경기도 부천시
부천전국대학가요제,부천마루광장,2019-08-31,2019-08-31,전국대학가요제,서울신학대학교,경기도 부천시,,032-625-3115,http://www.marubusking.com/,,"경기도 부천시 호현로489번길 52(소사본동, 서울신학대학교)",경기도 부천시 소사본동 101-1,37.4791781,126.7889915,2019-09-10,3860000,경기도 부천시
부천국제애니메이션페스티벌,"한국만화박물과, CGV부천, 부천시청, 메가박스코엑스",2019-10-18,2019-10-22,애니메이션상영,"BIAF 집행위원회, (사)한국만화애니메이션학회",(사)부천국제애니메이션페스티벌 조직위원회,,,http://www.biaf.or.kr,,경기도 부천시 길주로 1,,37.5087667,126.7422647,2019-09-10,3860000,경기도 부천시
동해무릉제,천곡로타리 일원,2019-10-04,2019-10-06,"개막식, 퍼레이드, 공연행사, 체험행사, 동대항 민속경기, 민속예술시연 등",동해문화원,동해시,"동해시, 동해시의회",033-530-2111,http://www.dh.go.kr/tour/sub.htm?nav_code=tou1497764548,,강원도 동해시 중앙로250 (천곡동),강원도 동해시 천곡동 1090-19,37.5230127,129.1143227,2019-11-30,4210000,강원도 동해시
정월대보름달맞이축제,신천변 생활체육광장,2011-02-17,2011-02-17,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.86936,128.606226,2019-06-20,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2011-04-07,2011-04-13,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
「제34회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2011-05-03,2011-05-07,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2011-05-20,2011-05-22,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2011-08-30,2011-08-31,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
중구미술협회전,봉산문화회관 전시실,2011-10-04,2011-10-09,중구미술협회작가 전시,중구미술협회,중구미술협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.863373,128.5965657,2019-06-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2011-10-06,2011-10-12,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2012-02-06,2012-02-06,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.86936,128.606226,2019-06-20,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2012-04-06,2012-04-12,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
「제35회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2012-05-02,2012-05-06,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2012-05-18,2012-05-20,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2012-10-12,2012-10-18,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2012-10-13,2012-10-13,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
중구미술협회전,봉산문화회관 전시실,2012-12-21,2012-12-28,중구미술협회작가 전시,중구미술협회,중구미술협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.863373,128.5965657,2019-06-20,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2013-02-22,2013-02-22,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.86936,128.606226,2019-06-20,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2013-04-09,2014-04-17,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
「제36회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2013-05-08,2013-05-12,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2013-05-17,2013-05-19,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2013-10-15,2013-10-21,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
중구미술협회전,봉산문화회관 전시실,2013-10-15,2013-10-21,중구미술협회작가 전시,중구미술협회,중구미술협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.863373,128.5965657,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2013-10-18,2013-10-18,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2014-02-14,2014-02-14,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.86936,128.606226,2019-06-20,3410000,대구광역시 중구
봉산도예전,봉산문화거리,2014-04-11,2014-04-17,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
「제37회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2014-10-01,2014-10-05,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2014-10-03,2014-10-05,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2014-10-04,2014-10-05,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2014-10-14,2014-10-20,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
중구미술협회전,봉산문화회관 전시실,2014-11-11,2014-11-16,중구미술협회작가 전시,중구미술협회,중구미술협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.863373,128.5965657,2019-06-20,3410000,대구광역시 중구
향촌동수제화골목 2014년「빨간구두 이야기」,향촌동수제화골목 일원,2014-11-15,2014-11-16,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,053-661-2046,,,대구광역시 중구 서성로14길,대구광역시 중구 대안동,35.872928,128.592447,2019-06-20,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2015-03-05,2015-03-05,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.86936,128.606226,2019-06-20,3410000,대구광역시 중구
